seated	VVN	seat
exercise	NN	exercise
of	IN	of
its	PP$	its
powers	NNS	power
in	IN	in
relation	NN	relation
to	TO	to
the	DT	the
territory	NN	territory
until	IN	until
such	JJ	such
time	NN	time
as	IN	as
its	PP$	its
presence	NN	presence
is	VBZ	be
brought	VVN	bring
to	TO	to
an	DT	an
end	NN	end
it	PP	it
is	VBZ	be
the	DT	the
effective	JJ	effective
control	NN	control
of	IN	of
a	DT	a
territory	NN	territory
regardless	RB	regardless
of	IN	of
its	PP$	its
legal	JJ	legal
status	NN	status
under	IN	under
international	JJ	international
law	NN	law
which	WDT	which
determines	VVZ	determine
the	DT	the
basis	NN	basis
of	IN	of
the	DT	the
responsibility	NN	responsibility
of	IN	of
a	DT	a
state	NN	state
for	IN	for
its	PP$	its
acts	NNS	act
affecting	VVG	affect
the	DT	the
population	NN	population
of	IN	of
the	DT	the
territory	NN	territory
or	CC	or
other	JJ	other
states	NNS	state
the	DT	the
court	NN	court
has	VHZ	have
found	VVN	find
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
referred	VVD	refer
to	TO	to
in	IN	in
question	NN	question
a	DT	a
are	VBP	be
in	IN	in
breach	NN	breach
of	IN	of
law	NN	law
the	DT	the
maintenance	NN	maintenance
of	IN	of
these	DT	these
policies	NNS	policy
and	CC	and
practices	NNS	practice
is	VBZ	be
an	DT	an
unlawful	JJ	unlawful
Act	NN	act
of	IN	of
a	DT	a
continuing	VVG	continue
character	NN	character
entailing	VVG	entail
Israel	NP	Israel
'	POS	'
s	JJ	s
International	NP	International
responsibility	NN	responsibility
the	DT	the
court	NN	court
has	VHZ	have
also	RB	also
found	VVN	find
in	IN	in
reply	NN	reply
to	TO	to
the	DT	the
first	JJ	first
part	NN	part
of	IN	of
question	NN	question
B	NP	B
that	IN/that	that
the	DT	the
continued	JJ	continued
presence	NN	presence
of	IN	of
Israel	NP	Israel
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
is	VBZ	be
illegal	JJ	illegal
the	DT	the
court	NN	court
therefore	RB	therefore
addresses	VVZ	address
the	DT	the
legal	JJ	legal
consequences	NNS	consequence
arising	VVG	arise
from	IN	from
Israel	NP	Israel
'	POS	'
s	NNS	s
question	VVP	question
a	DT	a
for	IN	for
Israel	NP	Israel
together	RB	together
with	IN	with
those	DT	those
arising	VVG	arise
from	IN	from
the	DT	the
illegality	NN	illegality
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
continued	JJ	continued
presence	NN	presence
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
ter	NN	ter
under	IN	under
question	NN	question
B	NN	B
for	IN	for
Israel	NP	Israel
for	IN	for
other	JJ	other
states	NNS	state
and	CC	and
for	IN	for
the	DT	the
United	NP	United
Nations	NPS	Nations
with	IN	with
regard	NN	regard
to	TO	to
the	DT	the
Court	NP	Court
'	POS	'
s	NN	S
finding	NN	finding
that	WDT	that
occupied	VVD	occupy
Palestinian	JJ	Palestinian
territory	NN	territory
is	VBZ	be
illegal	JJ	illegal
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
such	JJ	such
presence	NN	presence
constitutes	VVZ	constitute
a	DT	a
wrongful	JJ	wrongful
act	NN	act
entailing	VVG	entail
its	PP$	its
International	NP	International
responsibility	NN	responsibility
it	PP	it
is	VBZ	be
a	DT	a
wrongful	JJ	wrongful
Act	NN	act
of	IN	of
a	DT	a
continuing	JJ	continuing
character	NN	character
which	WDT	which
has	VHZ	have
been	VBN	be
brought	VVN	bring
about	RB	about
by	IN	by
Israel	NP	Israel
'	POS	'
s	JJ	s
violations	NNS	violation
through	IN	through
its	PP$	its
policies	NNS	policy
and	CC	and
practices	NNS	practice
of	IN	of
the	DT	the
prohibition	NN	prohibition
of	IN	of
the	DT	the
acquisition	NN	acquisition
of	IN	of
territory	NN	territory
by	IN	by
force	NN	force
and	CC	and
the	DT	the
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
consequently	RB	consequently
Israel	NP	Israel
has	VHZ	have
an	DT	an
obligation	NN	obligation
to	TO	to
bring	VV	bring
an	DT	an
end	NN	end
to	TO	to
its	PP$	its
presence	NN	presence
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
as	IN	as
rapidly	RB	rapidly
as	RB	as
possible	JJ	possible
the	DT	the
court	NN	court
further	RBR	further
observes	VVZ	observe
that	IN/that	that
with	IN	with
respect	NN	respect
to	TO	to
the	DT	the
policies	NNS	policy
and	CC	and
practices	NNS	practice
of	IN	of
Israel	NP	Israel
refer	VVP	refer
to	TO	to
in	IN	in
question	NN	question
a	DT	a
which	WDT	which
were	VBD	be
found	VVN	find
to	TO	to
be	VB	be
unlawful	JJ	unlawful
Israel	NP	Israel
has	VHZ	have
an	DT	an
obligation	NN	obligation
to	TO	to
put	VV	put
an	DT	an
end	NN	end
to	TO	to
those	DT	those
unlawful	JJ	unlawful
acts	NNS	act
in	IN	in
this	DT	this
respect	NN	respect
Israel	NP	Israel
must	MD	must
immediately	RB	immediately
cease	VV	cease
all	DT	all
new	JJ	new
settlement	NN	settlement
activity	NN	activity
Israel	NP	Israel
also	RB	also
has	VHZ	have
an	DT	an
obligation	NN	obligation
to	TO	to
repeal	VV	repeal
all	DT	all
legislation	NN	legislation
and	CC	and
measures	NNS	measure
creating	VVG	create
or	CC	or
maintaining	VVG	maintain
the	DT	the
unlawful	JJ	unlawful
situation	NN	situation
including	VVG	include
those	DT	those
which	WDT	which
discriminate	VVP	discriminate
against	IN	against
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
as	RB	as
well	RB	well
as	IN	as
all	DT	all
measures	NNS	measure
aimed	VVN	aim
at	IN	at
modifying	VVG	modify
the	DT	the
demographic	JJ	demographic
composition	NN	composition
of	IN	of
any	DT	any
parts	NNS	part
of	IN	of
the	DT	the
territory	NN	territory
Israel	NP	Israel
also	RB	also
is	VBZ	be
also	RB	also
under	IN	under
an	DT	an
obligation	NN	obligation
to	TO	to
provide	VV	provide
full	JJ	full
reparation	NN	reparation
for	IN	for
the	DT	the
damage	NN	damage
caused	VVN	cause
by	IN	by
its	PP$	its
International	JJ	international
wrongful	JJ	wrongful
acts	NNS	act
to	TO	to
all	DT	all
natural	JJ	natural
or	CC	or
legal	JJ	legal
persons	NNS	person
concerned	JJ	concerned
reparation	NN	reparation
includes	VVZ	include
restitution	NN	restitution
compensation	NN	compensation
and	CC	and
or	JJ	or
satisfaction	NN	satisfaction
restitution	NN	restitution
includes	VVZ	include
Israel	NP	Israel
'	POS	'
s	JJ	s
obligation	NN	obligation
to	TO	to
return	VV	return
the	DT	the
land	NN	land
and	CC	and
other	JJ	other
immovable	JJ	immovable
property	NN	property
as	RB	as
well	RB	well
as	IN	as
all	DT	all
assets	NNS	asset
seized	VVN	seize
from	IN	from
any	DT	any
natural	JJ	natural
or	CC	or
legal	JJ	legal
person	NN	person
since	IN	since
its	PP$	its
occupation	NN	occupation
started	VVD	start
in	IN	in
1967	CD	@card@
and	CC	and
all	DT	all
cultural	JJ	cultural
property	NN	property
and	CC	and
assets	NNS	asset
taken	VVN	take
from	IN	from
Palestinians	NPS	Palestinians
and	CC	and
Palestinian	JJ	Palestinian
instit	NN	instit
institutions	NNS	institution
including	VVG	include
archives	NN	archives
and	CC	and
documents	NNS	document
it	PP	it
also	RB	also
requires	VVZ	require
the	DT	the
evacuation	NN	evacuation
of	IN	of
all	DT	all
settlers	NNS	settler
from	IN	from
existing	VVG	exist
settlements	NNS	settlement
and	CC	and
the	DT	the
dismantling	VVG	dismantle
of	IN	of
the	DT	the
parts	NNS	part
of	IN	of
the	DT	the
Wall	NP	Wall
constructed	VVN	construct
by	IN	by
Israel	NP	Israel
that	WDT	that
are	VBP	be
situated	VVN	situate
in	IN	in
the	DT	the
occupied	JJ	occupied
territory	NN	territory
as	RB	as
well	RB	well
as	IN	as
allowing	VVG	allow
all	DT	all
Palestinians	NPS	Palestinians
displaced	VVD	displace
during	IN	during
the	DT	the
occupation	NN	occupation
to	TO	to
return	VV	return
to	TO	to
their	PP$	their
original	JJ	original
place	NN	place
of	IN	of
residence	NN	residence
in	IN	in
the	DT	the
event	NN	event
that	IN/that	that
such	JJ	such
restitution	NN	restitution
should	MD	should
prove	VV	prove
to	TO	to
be	VB	be
materially	RB	materially
impossible	JJ	impossible
possible	JJ	possible
Israel	NP	Israel
has	VHZ	have
an	DT	an
obligation	NN	obligation
to	TO	to
compensate	VV	compensate
in	IN	in
accordance	NN	accordance
with	IN	with
the	DT	the
applicable	JJ	applicable
rules	NNS	rule
of	IN	of
international	JJ	international
law	NN	law
all	DT	all
natural	JJ	natural
or	CC	or
legal	JJ	legal
persons	NNS	person
and	CC	and
populations	NNS	population
where	WRB	where
that	WDT	that
may	MD	may
be	VB	be
the	DT	the
case	NN	case
having	VHG	have
suffered	VVN	suffer
any	DT	any
form	NN	form
of	IN	of
material	NN	material
damage	NN	damage
as	IN	as
a	DT	a
result	NN	result
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
wrongful	JJ	wrongful
acts	NNS	act
under	IN	under
the	DT	the
occupation	NN	occupation
the	DT	the
court	NN	court
emphasize	VVP	emphasize
that	IN/that	that
the	DT	the
obligations	NNS	obligation
flowing	VVG	flow
from	IN	from
Israel	NP	Israel
'	POS	'
s	NN	S
internationally	RB	internationally
wrongful	JJ	wrongful
acts	NNS	act
do	VVP	do
not	RB	not
release	VV	release
it	PP	it
from	IN	from
its	PP$	its
continuing	VVG	continue
duty	NN	duty
to	TO	to
perform	VV	perform
the	DT	the
international	JJ	international
obligations	NNS	obligation
which	WDT	which
its	PP$	its
conduct	NN	conduct
is	VBZ	be
in	IN	in
breach	NN	breach
of	IN	of
specifically	RB	specifically
Israel	NP	Israel
remains	VVZ	remain
bound	VVN	bind
to	TO	to
comply	VV	comply
with	IN	with
its	PP$	its
obligation	NN	obligation
to	TO	to
respect	VV	respect
self	JJ	self
-	NN	-
determination	NN	determination
and	CC	and
its	PP$	its
obligations	NNS	obligation
under	IN	under
international	JJ	international
human	JJ	human
humanitarian	JJ	humanitarian
law	NN	law
and	CC	and
international	JJ	international
human	JJ	human
rights	NNS	right
law	NN	law
the	DT	the
court	NN	court
then	RB	then
turns	VVZ	turn
to	TO	to
the	DT	the
legal	JJ	legal
consequences	NNS	consequence
of	IN	of
Israel	NP	Israel
'	POS	'
s	NN	S
internationally	RB	internationally
wrongful	JJ	wrongful
acts	NNS	act
in	IN	in
the	DT	the
regards	VVZ	regard
other	JJ	other
states	NNS	state
the	DT	the
court	NN	court
observes	VVZ	observe
that	IN/that	that
the	DT	the
obligations	NNS	obligation
violated	VVD	violate
by	IN	by
Israel	NP	Israel
include	VVP	include
certain	JJ	certain
obligations	NNS	obligation
erga	NN	erga
omnus	NN	omnus
among	IN	among
which	WDT	which
are	VBP	be
the	DT	the
obligation	NN	obligation
to	TO	to
respect	VV	respect
the	DT	the
right	NN	right
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
self	NN	self
-	NN	-
determination	NN	determination
and	CC	and
the	DT	the
obligation	NN	obligation
arising	VVG	arise
from	IN	from
the	DT	the
prohibition	NN	prohibition
of	IN	of
the	DT	the
use	NN	use
of	IN	of
force	NN	force
to	TO	to
acquire	VV	acquire
territory	NN	territory
as	IN	as
well	RB	well
as	RB	as
certain	JJ	certain
of	IN	of
its	PP$	its
obligations	NNS	obligation
under	IN	under
International	NP	International
humanitarian	JJ	humanitarian
law	NN	law
and	CC	and
international	JJ	international
human	JJ	human
rights	NNS	right
law	NN	law
with	IN	with
regard	NN	regard
to	TO	to
the	DT	the
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
while	IN	while
it	PP	it
is	VBZ	be
for	IN	for
the	DT	the
general	JJ	general
assembly	NN	assembly
and	CC	and
the	DT	the
security	NN	security
Council	NN	council
to	TO	to
pronounce	VV	pronounce
on	IN	on
the	DT	the
modalities	NNS	modality
required	VVN	require
to	TO	to
ensure	VV	ensure
an	DT	an
end	NN	end
to	TO	to
Israel	NP	Israel
'	POS	'
s	JJ	s
illegal	JJ	illegal
territory	NN	territory
and	CC	and
the	DT	the
full	JJ	full
realization	NN	realization
of	IN	of
self	JJ	self
-	NN	-
determination	NN	determination
all	DT	all
states	NNS	state
must	MD	must
cooperate	VV	cooperate
with	IN	with
the	DT	the
United	NP	United
Nations	NPS	Nations
to	TO	to
put	VV	put
these	DT	these
modalities	NNS	modality
into	IN	into
effect	NN	effect
as	RB	as
regards	VVZ	regard
the	DT	the
prohibition	NN	prohibition
of	IN	of
the	DT	the
acus	NN	acus
taking	VVG	take
note	NN	note
of	IN	of
the	DT	the
resolutions	NNS	resolution
of	IN	of
the	DT	the
security	NN	security
Council	NN	council
and	CC	and
general	JJ	general
assembly	NN	assembly
the	DT	the
court	NN	court
is	VBZ	be
of	IN	of
the	DT	the
view	NN	view
that	IN/that	that
member	NN	member
states	NNS	state
are	VBP	be
under	IN	under
an	DT	an
obligation	NN	obligation
not	RB	not
to	TO	to
recognize	VV	recognize
any	DT	any
changes	NNS	change
in	IN	in
the	DT	the
physical	JJ	physical
character	NN	character
or	CC	or
demographic	JJ	demographic
composition	NN	composition
institutional	JJ	institutional
structure	NN	structure
or	CC	or
status	NN	status
of	IN	of
the	DT	the
territory	NN	territory
occupied	VVN	occupy
by	IN	by
Israel	NP	Israel
on	IN	on
the	DT	the
5th	JJ	5th
of	IN	of
June	NP	June
1967	CD	@card@
including	VVG	include
Jerusalem	NP	Jerusalem
East	NP	East
Jerusalem	NP	Jerusalem
except	IN	except
as	RB	as
agreed	VVN	agree
by	IN	by
the	DT	the
parties	NNS	party
to	TO	to
the	DT	the
conflict	NN	conflict
through	IN	through
negotiations	NNS	negotiation
and	CC	and
to	TO	to
distinguish	VV	distinguish
in	IN	in
their	PP$	their
dealings	NNS	dealings
with	IN	with
Israel	NP	Israel
between	IN	between
the	DT	the
territory	NN	territory
of	IN	of
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
and	CC	and
the	DT	the
Palestinian	JJ	Palestinian
territory	NN	territory
occupied	VVN	occupy
since	IN	since
1967	CD	@card@
moreover	RB	moreover
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
in	IN	in
view	NN	view
of	IN	of
the	DT	the
character	NN	character
and	CC	and
importance	NN	importance
of	IN	of
the	DT	the
rights	NNS	right
and	CC	and
obligations	NNS	obligation
involved	VVD	involve
all	PDT	all
all	DT	all
states	NNS	state
are	VBP	be
under	IN	under
an	DT	an
obligation	NN	obligation
not	RB	not
to	TO	to
recognize	VV	recognize
as	RB	as
legal	JJ	legal
the	DT	the
situation	NN	situation
arising	VVG	arise
from	IN	from
the	DT	the
unlawful	JJ	unlawful
presence	NN	presence
of	IN	of
territory	NN	territory
they	PP	they
are	VBP	be
also	RB	also
under	IN	under
an	DT	an
obligation	NN	obligation
not	RB	not
to	TO	to
render	VV	render
Aid	NN	aid
or	CC	or
assistance	NN	assistance
in	IN	in
maintaining	VVG	maintain
the	DT	the
situation	NN	situation
created	VVN	create
by	IN	by
Israel	NP	Israel
'	POS	'
s	JJ	s
illegal	JJ	illegal
presence	NN	presence
in	IN	in
territory	NN	territory
it	PP	it
is	VBZ	be
for	IN	for
all	DT	all
states	NNS	state
while	IN	while
respecting	VVG	respect
the	DT	the
charter	NN	charter
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
and	CC	and
international	JJ	international
law	NN	law
to	TO	to
ensure	VV	ensure
that	IN/that	that
any	DT	any
impediment	NN	impediment
resulting	VVG	result
from	IN	from
the	DT	the
illegal	JJ	illegal
presence	NN	presence
of	IN	of
Israel	NP	Israel
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
to	TO	to
the	DT	the
exercise	NN	exercise
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
of	IN	of
its	PP$	its
right	NN	right
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
is	VBZ	be
brought	VVN	bring
to	TO	to
an	DT	an
end	NN	end
in	IN	in
addition	NN	addition
all	RB	all
the	DT	the
states	NNS	state
parties	NNS	party
to	TO	to
the	DT	the
Fourth	JJ	fourth
Geneva	NP	Geneva
Convention	NP	Convention
have	VHP	have
the	DT	the
obligation	NN	obligation
while	IN	while
respecting	VVG	respect
the	DT	the
charter	NN	charter
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
at	IN	at
international	JJ	international
law	NN	law
to	TO	to
ensure	VV	ensure
compliance	NN	compliance
by	IN	by
Israel	NP	Israel
with	IN	with
International	NP	International
humanitary	JJ	humanitary
law	NN	law
as	IN	as
embodied	VVN	embody
in	IN	in
that	DT	that
convention	NN	convention
the	DT	the
duty	NN	duty
of	IN	of
non	JJ	non
-	NN	-
recognition	NN	recognition
specified	VVN	specify
earlier	RBR	earlier
also	RB	also
applies	VVZ	apply
to	TO	to
International	NP	International
organizations	NNS	organization
including	VVG	include
the	DT	the
United	NP	United
Nations	NPS	Nations
in	IN	in
view	NN	view
of	IN	of
the	DT	the
serious	JJ	serious
breaches	NNS	breach
of	IN	of
obligations	NNS	obligation
ER	UH	er
omness	NN	omness
under	IN	under
international	JJ	international
law	NN	law
the	DT	the
obligation	NN	obligation
not	RB	not
to	TO	to
recognize	VV	recognize
as	RB	as
legal	JJ	legal
the	DT	the
situation	NN	situation
arising	VVG	arise
from	IN	from
the	DT	the
unlawful	JJ	unlawful
Palestinian	JJ	Palestinian
territory	NN	territory
and	CC	and
the	DT	the
obligation	NN	obligation
to	TO	to
distinguish	VV	distinguish
in	IN	in
dealings	NNS	dealings
with	IN	with
Israel	NP	Israel
between	IN	between
the	DT	the
territory	NN	territory
of	IN	of
Israel	NP	Israel
and	CC	and
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
apply	VV	apply
also	RB	also
to	TO	to
the	DT	the
United	NP	United
St	NP	St
the	DT	the
United	NP	United
Nations	NPS	Nations
finally	RB	finally
the	DT	the
court	NN	court
is	VBZ	be
of	IN	of
the	DT	the
view	NN	view
that	IN/that	that
the	DT	the
precise	JJ	precise
modalities	NNS	modality
to	TO	to
bring	VV	bring
to	TO	to
an	DT	an
end	NN	end
Israel	NP	Israel
'	POS	'
s	JJ	s
unlawful	JJ	unlawful
presence	NN	presence
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
is	VBZ	be
a	DT	a
matter	NN	matter
to	TO	to
be	VB	be
dealt	VVN	deal
with	IN	with
by	IN	by
the	DT	the
general	JJ	general
assembly	NN	assembly
which	WDT	which
requested	VVD	request
this	DT	this
opinion	NN	opinion
as	RB	as
well	RB	well
as	IN	as
the	DT	the
security	NN	security
Council	NN	council
therefore	RB	therefore
it	PP	it
is	VBZ	be
for	IN	for
the	DT	the
you	PP	you
the	DT	the
general	JJ	general
assembly	NN	assembly
and	CC	and
the	DT	the
security	NN	security
Council	NN	council
to	TO	to
consider	VV	consider
what	WP	what
further	JJR	further
action	NN	action
is	VBZ	be
required	VVN	require
to	TO	to
put	VV	put
an	DT	an
end	NN	end
to	TO	to
the	DT	the
legal	JJ	legal
presence	NN	presence
of	IN	of
Israel	NP	Israel
taking	VVG	take
into	IN	into
account	NN	account
the	DT	the
present	JJ	present
advisory	JJ	advisory
opinion	NN	opinion
the	DT	the
court	NN	court
considers	VVZ	consider
it	PP	it
important	JJ	important
to	TO	to
stress	VV	stress
as	IN	as
it	PP	it
did	VVD	do
in	IN	in
its	PP$	its
wall	NN	wall
advisory	JJ	advisory
opinion	NN	opinion
I	PP	I
quote	VVP	quote
the	DT	the
Urgent	JJ	urgent
necessity	NN	necessity
for	IN	for
the	DT	the
United	NP	United
Nations	NPS	Nations
as	IN	as
a	DT	a
whole	NN	whole
to	TO	to
redouble	VV	redouble
its	PP$	its
efforts	NNS	effort
to	TO	to
bring	VV	bring
the	DT	the
Israeli	JJ	Israeli
Palestinian	JJ	Palestinian
conflict	NN	conflict
which	WDT	which
continues	VVZ	continue
to	TO	to
pose	VV	pose
a	DT	a
threat	NN	threat
to	TO	to
International	NP	International
Peace	NP	Peace
and	CC	and
security	NN	security
to	TO	to
a	DT	a
speedy	JJ	speedy
conclusion	NN	conclusion
thereby	RB	thereby
establishing	VVG	establish
a	DT	a
just	JJ	just
and	CC	and
Lasting	JJ	lasting
peace	NN	peace
in	IN	in
the	DT	the
region	NN	region
end	NN	end
of	IN	of
quote	NN	quote
the	DT	the
court	NN	court
also	RB	also
considers	VVZ	consider
that	IN/that	that
the	DT	the
realization	NN	realization
of	IN	of
the	DT	the
right	NN	right
of	IN	of
the	DT	the
self	JJ	self
-	NN	-
determination	NN	determination
including	VVG	include
its	PP$	its
right	NN	right
to	TO	to
an	DT	an
independent	JJ	independent
and	CC	and
sovereign	JJ	sovereign
state	NN	state
living	VVG	live
side	NN	side
by	IN	by
side	NN	side
in	IN	in
peace	NN	peace
with	IN	with
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
within	IN	within
secure	JJ	secure
and	CC	and
recognized	VVN	recognize
borders	NNS	border
for	IN	for
both	DT	both
States	NPS	States
as	RB	as
envisaged	VVD	envisage
in	IN	in
resolutions	NNS	resolution
of	IN	of
the	DT	the
security	NN	security
Council	NN	council
and	CC	and
general	JJ	general
assembly	NN	assembly
would	MD	would
contribute	VV	contribute
to	TO	to
Regional	JJ	regional
stability	NN	stability
and	CC	and
the	DT	the
security	NN	security
of	IN	of
all	DT	all
states	NNS	state
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
the	DT	the
court	NN	court
emphasizes	VVZ	emphasize
that	IN/that	that
its	PP$	its
reply	NN	reply
to	TO	to
the	DT	the
questions	NNS	question
put	VVN	put
to	TO	to
it	PP	it
by	IN	by
the	DT	the
general	JJ	general
assembly	NN	assembly
rests	VVZ	rest
on	IN	on
the	DT	the
totality	NN	totality
of	IN	of
the	DT	the
legal	JJ	legal
grounds	NNS	ground
set	VVN	set
forth	RB	forth
by	IN	by
the	DT	the
court	NN	court
above	IN	above
Each	DT	each
of	IN	of
which	WDT	which
is	VBZ	be
to	TO	to
be	VB	be
read	VVN	read
in	IN	in
the	DT	the
light	NN	light
of	IN	of
the	DT	the
others	NNS	other
taking	VVG	take
into	IN	into
account	NN	account
the	DT	the
framing	NN	framing
by	IN	by
the	DT	the
court	NN	court
of	IN	of
the	DT	the
material	NN	material
Territorial	JJ	territorial
and	CC	and
temporal	JJ	temporal
scope	NN	scope
of	IN	of
the	DT	the
questions	NNS	question
I	PP	I
'	POS	'
ll	NNS	ll
Now	RB	now
read	VVP	read
in	IN	in
English	JJ	English
paragraph	NN	paragraph
285	CD	@card@
which	WDT	which
contains	VVZ	contain
the	DT	the
operative	JJ	operative
Clause	NN	clause
of	IN	of
opinion	NN	opinion
for	IN	for
these	DT	these
reasons	NNS	reason
the	DT	the
court	NN	court
one	PP	one
unanimously	RB	unanimously
find	VVP	find
that	IN/that	that
it	PP	it
has	VHZ	have
jurisdiction	NN	jurisdiction
to	TO	to
give	VV	give
the	DT	the
advisor	NN	advisor
opinion	NN	opinion
requested	VVD	request
two	CD	two
by	IN	by
14	CD	@card@
votes	NNS	vote
to	TO	to
one	PP	one
decides	VVZ	decide
to	TO	to
comply	VV	comply
with	IN	with
the	DT	the
request	NN	request
for	IN	for
an	DT	an
advisory	JJ	advisory
opinion	NN	opinion
in	IN	in
favor	NN	favor
president	NN	president
Salam	NP	Salam
judges	NNS	judge
tomka	NN	tomka
Abraham	NP	Abraham
YF	NP	YF
bandari	NP	bandari
iwasawa	NP	iwasawa
n	NN	n
charers	NNS	charers
BR	NP	BR
Gomez	NP	Gomez
Roo	NP	Roo
Cleveland	NP	Cleveland
oresco	NN	oresco
against	IN	against
vice	JJ	vice
president	NN	president
cind	NNS	cind
by	IN	by
11	CD	@card@
votes	NNS	vote
to	TO	to
four	CD	four
is	VBZ	be
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
the	DT	the
state	NN	state
of	IN	of
occupied	JJ	occupied
territory	NN	territory
is	VBZ	be
unlawful	JJ	unlawful
in	IN	in
favor	NN	favor
president	NN	president
Salam	NP	Salam
judges	NNS	judge
Yu	NP	Yu
bandar	NP	Bandar
iwasawa	NP	iwasawa
n	NN	n
Charlesworth	NP	Charlesworth
BR	NP	BR
Gomez	NP	Gomez
roblo	NP	roblo
Cleveland	NP	Cleveland
against	IN	against
vice	JJ	vice
president	NN	president
cind	NN	cind
judges	NNS	judge
Toma	NP	Toma
Abraham	NP	Abraham
res	NNS	re
by	IN	by
11	CD	@card@
po	NN	po
to	TO	to
Israel	NP	Israel
is	VBZ	be
under	IN	under
an	DT	an
obligation	NN	obligation
to	TO	to
bring	VV	bring
an	DT	an
end	NN	end
to	TO	to
sorry	JJ	sorry
to	TO	to
bring	VV	bring
to	TO	to
an	DT	an
end	NN	end
its	PP$	its
unlawful	JJ	unlawful
presence	NN	presence
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
as	IN	as
rapidly	RB	rapidly
as	RB	as
possible	JJ	possible
in	IN	in
favor	NN	favor
president	NN	president
Salam	NP	Salam
judges	NNS	judge
Yu	NP	Yu
bandari	NP	bandari
iwasawa	NP	iwasawa
n	NN	n
chargor	NN	chargor
brand	NN	brand
Gomez	NP	Gomez
roblo	NP	roblo
Cleveland	NP	Cleveland
CL	NP	CL
against	IN	against
vice	JJ	vice
president	NN	president
seu	NN	seu
judges	NNS	judge
tomka	NN	tomka
uresco	NN	uresco
by	IN	by
14	CD	@card@
votes	NNS	vote
to	TO	to
one	PP	one
is	VBZ	be
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
is	VBZ	be
under	IN	under
an	DT	an
obligation	NN	obligation
to	TO	to
cease	VV	cease
immediately	RB	immediately
all	DT	all
new	JJ	new
settlement	NN	settlement
activities	NNS	activity
and	CC	and
to	TO	to
evacuate	VV	evacuate
all	DT	all
settlers	NNS	settler
from	IN	from
the	DT	the
occupied	JJ	occupied
territory	NN	territory
in	IN	in
favor	NN	favor
president	NN	president
Salam	NP	Salam
judges	NNS	judge
tomka	NN	tomka
Abraham	NP	Abraham
yo	NP	Yo
bandari	NP	bandari
iwasawa	NP	iwasawa
n	NN	n
Charlesworth	NP	Charlesworth
brand	NN	brand
Gomez	NP	Gomez
roblo	NP	roblo
Cleveland	NP	Cleveland
uresco	NN	uresco
against	IN	against
VI	CD	@card@
president	NN	president
by	IN	by
14	CD	@card@
votes	NNS	vote
to	TO	to
one	PP	one
is	VBZ	be
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
has	VHZ	have
the	DT	the
obligation	NN	obligation
to	TO	to
make	VV	make
reparation	NN	reparation
for	IN	for
the	DT	the
damage	NN	damage
caused	VVD	cause
to	TO	to
all	DT	all
uh	UH	uh
natural	NN	natural
or	CC	or
legal	JJ	legal
persons	NNS	person
concerned	VVN	concern
in	IN	in
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
judges	NNS	judge
tomka	NN	tomka
AB	NP	AB
Abraham	NP	Abraham
